Date,UK,Germany,France,Canada,Japan,US
1-Aug-83,0.669657805,2.706799999,8.149499999,1.233699999,246.6,1
1-Sep-83,0.668583272,2.6391,8.008999999,1.232299999,236.1,1
1-Oct-83,0.668762122,2.626399999,7.973999999,1.232499999,233.65,1
1-Nov-83,0.682733666,2.697,8.201999999,1.239199999,234,1
1-Dec-83,0.689369916,2.723799999,8.347499999,1.244399999,232.2,1
1-Jan-84,0.712504453,2.813899999,8.609499999,1.249299999,234.75,1
1-Feb-84,0.671591673,2.605799999,8.024999999,1.251999999,233.5,1
1-Mar-84,0.693192847,2.589999999,7.979999999,1.276499999,224.7,1
1-Apr-84,0.716075905,2.717399999,8.337999999,1.284499999,225.95,1
1-May-84,0.721917413,2.733299999,8.424999999,1.294599999,231.5,1
1-Jun-84,0.739262216,2.7842,8.544499999,1.3194,237.5,1
1-Jul-84,0.765696785,2.8964,8.8895,1.3114,245.5,1
1-Aug-84,0.762951095,2.887,8.863,1.297399999,241.3,1
1-Sep-84,0.801282051,3.0253,9.283999999,1.317999999,245.5,1
1-Oct-84,0.821422705,3.0296,9.375,1.3147,245.25,1
1-Nov-84,0.833750209,3.0963,9.489,1.324,246.3,1
1-Dec-84,0.864677908,3.148,9.592,1.3214,251.1,1
1-Jan-85,0.88691796,3.1677,9.6805,1.327199999,254.65,1
1-Feb-85,0.917431194,3.3225,10.182,1.383,259.5,1
1-Mar-85,0.804505229,3.093,9.427,1.366999999,252.5,1
1-Apr-85,0.803664711,3.0902,9.5045,1.366099999,252.25,1
1-May-85,0.785237535,3.0892,9.420999999,1.3733,251.85,1
1-Jun-85,0.772141147,3.0607,9.317,1.358699999,248.95,1
1-Jul-85,0.699937006,2.7884,8.4995,1.3542,236.65,1
1-Aug-85,0.714285715,2.7818,8.5,1.3659,237.25,1
1-Sep-85,0.713775875,2.6699,8.152499999,1.370999999,217,1
1-Oct-85,0.692856648,2.6168,7.974,1.3666,211.5,1
1-Nov-85,0.674399785,2.512,7.6645,1.3839,202,1
1-Dec-85,0.692281067,2.4613,7.561,1.3975,200.5,1
